"No.","Time","Source","Destination","Protocol","Length","Info"
"2401","45.152131","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2402","45.152819","192.168.0.217","192.207.0.1","IDN","181","Unknown (0x98)"
"2403","45.159551","192.168.0.217","192.207.0.1","IDN","163","Unknown (0x98)"
"2404","45.160209","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2405","45.167909","192.168.0.217","192.207.0.1","IDN","145","Unknown (0x98)"
"2406","45.175187","192.168.0.217","192.207.0.1","IDN","145","Unknown (0x98)"
"2407","45.176557","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2408","45.183610","192.168.0.217","192.207.0.1","IDN","134","Unknown (0x98)"
"2409","45.191518","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2410","45.206851","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2411","45.223388","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2412","45.226387","192.168.0.217","192.207.0.1","IDN","345","Unknown (0x98)"
"2413","45.240273","192.168.0.217","192.207.0.1","IDN","260","Unknown (0x98)"
"2414","45.245293","192.168.0.217","192.207.0.1","IDN","231","Unknown (0x98)"
"2415","45.252093","192.168.0.217","192.207.0.1","IDN","231","Unknown (0x98)"
"2416","45.261672","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2417","45.261776","192.168.0.217","192.207.0.1","IDN","231","Unknown (0x98)"
"2418","45.270522","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2419","45.275463","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2420","45.277346","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2421","45.285139","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2422","45.292687","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2423","45.299886","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2424","45.307085","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2425","45.308565","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2426","45.316692","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2427","45.324183","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2428","45.327374","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2429","45.331483","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2430","45.338704","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2431","45.346229","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2432","45.355403","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2433","45.362712","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2435","45.370030","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2436","45.378145","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2437","45.385588","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2438","45.392978","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2439","45.400565","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2441","45.408711","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2442","45.410130","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2444","45.416382","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2445","45.423906","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2446","45.426852","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2447","45.434191","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2448","45.441774","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2449","45.448835","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2451","45.456638","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2453","45.464298","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2454","45.472757","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2455","45.480646","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2456","45.488049","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2457","45.495931","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2458","45.504768","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2459","45.509906","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2460","45.512949","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2461","45.519556","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2462","45.521700","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2463","45.526034","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2464","45.533958","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2465","45.541864","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2466","45.549807","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2467","45.557492","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2468","45.565003","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2469","45.572873","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2470","45.581324","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2471","45.590717","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2472","45.596706","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2473","45.605549","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2474","45.612897","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2475","45.614965","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2476","45.621169","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2477","45.621194","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2478","45.628857","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2479","45.636152","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2480","45.646333","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2481","45.653959","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2484","45.661805","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2485","45.669676","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2487","45.677728","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2488","45.683067","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2489","45.693478","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2490","45.698788","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2491","45.707457","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2509","45.714944","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2510","45.718874","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2512","45.722771","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2513","45.726341","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2514","45.728862","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2515","45.738717","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2516","45.748851","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2517","45.753253","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2519","45.763001","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2520","45.771579","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2521","45.778927","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2522","45.786428","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2523","45.791713","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2524","45.799622","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2525","45.809534","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2526","45.816545","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2527","45.817809","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2528","45.824686","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2529","45.826152","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2530","45.833529","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2531","45.840476","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2532","45.847945","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2533","45.857342","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2534","45.865149","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2535","45.872988","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2536","45.878712","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2537","45.888592","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2538","45.896907","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2539","45.904422","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2540","45.912636","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2541","45.917870","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2542","45.919903","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2543","45.925671","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2544","45.927851","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2545","45.936743","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2546","45.940749","192.168.0.217","192.207.0.1","IDN","134","Unknown (0x98)"
"2547","45.949888","192.168.0.217","192.207.0.1","IDN","158","Unknown (0x98)"
"2548","45.957133","192.168.0.217","192.207.0.1","IDN","189","Unknown (0x98)"
"2549","45.965042","192.168.0.217","192.207.0.1","IDN","214","Unknown (0x98)"
"2550","45.973136","192.168.0.217","192.207.0.1","IDN","238","Unknown (0x98)"
"2551","45.978893","192.168.0.217","192.207.0.1","IDN","256","Unknown (0x98)"
"2552","45.988853","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2553","45.990042","192.168.0.217","192.207.0.1","IDN","274","Unknown (0x98)"
"2554","45.996220","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2555","45.997422","192.168.0.217","192.207.0.1","IDN","281","Unknown (0x98)"
"2556","46.002065","192.168.0.217","192.207.0.1","IDN","236","Unknown (0x98)"
"2557","46.003863","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2558","46.011711","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2559","46.011947","192.168.0.217","192.207.0.1","IDN","223","Unknown (0x98)"
"2560","46.019442","192.207.0.1","192.168.0.217","IDN","103","Unknown (0x9c)"
"2561","46.021065","192.168.0.217","192.207.0.1","IDN","217","Unknown (0x98)"
"2562","46.027354","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2563","46.028270","192.168.0.217","192.207.0.1","IDN","228","Unknown (0x98)"
"2564","46.035023","192.168.0.217","192.207.0.1","IDN","192","Unknown (0x98)"
"2565","46.035264","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2566","46.042815","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2567","46.043919","192.168.0.217","192.207.0.1","IDN","163","Unknown (0x98)"
"2568","46.048681","192.168.0.217","192.207.0.1","IDN","152","Unknown (0x98)"
"2569","46.058433","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2570","46.059814","192.168.0.217","192.207.0.1","IDN","152","Unknown (0x98)"
"2571","46.064492","192.168.0.217","192.207.0.1","IDN","134","Unknown (0x98)"
"2572","46.066265","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2573","46.076361","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2574","46.083220","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2575","46.090209","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2576","46.095719","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2577","46.105261","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2578","46.114362","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2579","46.120183","192.168.0.217","85.236.96.230","UDP","74","52851  >  54004 Len=32"
"2580","46.120926","192.207.0.1","192.168.0.217","IDN","103","Unknown (0x9c)"
"2581","46.123096","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2582","46.129752","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2583","46.136794","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2584","46.145978","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2585","46.152702","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2586","46.162052","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2587","46.166502","85.236.96.230","192.168.0.217","UDP","70","54004  >  52851 Len=28"
"2588","46.166617","192.168.0.217","85.236.96.230","UDP","70","52851  >  54004 Len=28"
"2589","46.168691","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2590","46.177584","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2591","46.184364","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2592","46.205142","192.168.0.217","192.207.0.1","IDN","197","Unknown (0x98)"
"2593","46.216136","192.168.0.217","192.207.0.1","IDN","140","Unknown (0x98)"
"2594","46.222506","192.207.0.1","192.168.0.217","IDN","103","Unknown (0x9c)"
"2595","46.222719","192.168.0.217","192.207.0.1","IDN","140","Unknown (0x98)"
"2596","46.232106","192.168.0.217","192.207.0.1","IDN","140","Unknown (0x98)"
"2597","46.238149","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2598","46.238873","192.168.0.217","192.207.0.1","IDN","140","Unknown (0x98)"
"2599","46.245967","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2600","46.255318","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2601","46.262760","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2602","46.269922","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2603","46.277162","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2604","46.286578","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2605","46.293764","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2606","46.300833","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2607","46.308244","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2608","46.317623","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2609","46.324544","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2610","46.324569","192.207.0.1","192.168.0.217","IDN","103","Unknown (0x9c)"
"2611","46.332458","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2612","46.339539","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2613","46.347084","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2615","46.356621","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2616","46.364480","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2617","46.367214","85.236.96.230","192.168.0.217","UDP","74","54004  >  52851 Len=32"
"2618","46.371593","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2619","46.379013","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2620","46.386819","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2621","46.394624","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2623","46.404503","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2624","46.411520","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2625","46.418825","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2626","46.425729","192.207.0.1","192.168.0.217","IDN","103","Unknown (0x9c)"
"2627","46.426131","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2628","46.434162","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2629","46.440854","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2630","46.450534","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2631","46.457747","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2632","46.465173","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2633","46.472684","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2634","46.482429","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2635","46.489583","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2636","46.497140","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2637","46.504590","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2638","46.509706","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2639","46.519502","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2640","46.519585","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2641","46.526932","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2642","46.527230","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2643","46.536932","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2644","46.544606","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2645","46.551883","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2647","46.559442","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2648","46.566746","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2649","46.574061","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2650","46.581543","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2651","46.591110","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2653","46.598263","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2654","46.605660","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2655","46.613648","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2656","46.620578","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2657","46.620848","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2658","46.628703","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2659","46.630675","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2660","46.637859","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2662","46.645032","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2663","46.651801","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2664","46.661704","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2665","46.668698","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2666","46.675466","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2667","46.684835","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2668","46.691775","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2669","46.698660","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2670","46.707307","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2671","46.714253","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2672","46.722562","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2673","46.723530","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2674","46.730380","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2675","46.730625","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2676","46.739896","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2677","46.747239","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2678","46.754472","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2679","46.761679","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2680","46.770890","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2681","46.778124","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2682","46.785045","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2683","46.794834","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2684","46.801784","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2685","46.809182","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2686","46.816626","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2687","46.824134","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2688","46.825869","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2689","46.832147","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2690","46.833620","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2691","46.839639","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2692","46.848658","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2693","46.855350","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2694","46.863095","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2695","46.870592","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2696","46.880020","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2697","46.887008","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2698","46.894206","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2699","46.903400","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2700","46.910208","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2701","46.919483","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2702","46.925687","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2703","46.926453","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2704","46.933645","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2705","46.934086","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2706","46.942977","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2707","46.950043","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2708","46.956675","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2709","46.965984","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2710","46.972814","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2711","46.981599","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2712","46.988707","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2713","46.995906","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2714","47.004931","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2715","47.009611","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2716","47.019965","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2717","47.020784","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2718","47.028176","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2719","47.033023","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2720","47.035061","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2721","47.042427","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2722","47.051376","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2723","47.058378","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2724","47.065823","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2725","47.075287","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2726","47.082219","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2727","47.090733","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2728","47.095432","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2729","47.106887","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2730","47.114277","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2731","47.120138","192.168.0.217","85.236.96.230","UDP","74","52851  >  54004 Len=32"
"2732","47.121081","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2733","47.122231","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2734","47.130558","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2737","47.136628","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2738","47.137640","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2739","47.144460","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2740","47.153304","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2741","47.160328","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2742","47.167519","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2743","47.176318","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2744","47.183120","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2745","47.192115","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2746","47.198834","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2747","47.208057","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2748","47.215164","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2749","47.222154","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2750","47.223009","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2751","47.231115","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2752","47.236241","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2753","47.237974","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2754","47.245815","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2755","47.255031","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2756","47.262274","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2757","47.269426","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2758","47.278634","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2759","47.285374","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2760","47.292355","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2761","47.301183","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2762","47.310336","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2763","47.317724","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2764","47.324199","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2765","47.324987","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
